44,2018-03-28 04:07:31.547836,1,1831,1831
45,2018-03-28 04:07:31.668275,1,1832,1832
46,2018-03-28 04:07:31.788656,1,1833,1833
47,2018-03-28 04:07:31.903038,1,1834,1834
48,2018-03-28 04:07:32.013533,1,1835,1835
49,2018-03-28 04:07:32.128056,2,1836,1836
50,2018-03-28 04:07:32.268990,2,1837,1837
51,2018-03-28 04:07:32.402224,2,1838,1838
52,2018-03-28 04:07:32.500170,2,1839,1839
53,2018-03-28 04:07:32.636138,2,1840,1840
54,2018-03-28 04:07:32.786626,2,1841,1841
55,2018-03-28 04:07:32.893176,2,1842,1842
56,2018-03-28 04:07:33.010075,2,1843,1843
57,2018-03-28 04:07:33.121684,2,1844,1844
58,2018-03-28 04:07:33.235433,2,1845,1845
59,2018-03-28 04:07:33.340475,3,1846,1846
60,2018-03-28 04:07:33.464351,3,1847,1847
61,2018-03-28 04:07:33.602879,3,1848,1848
62,2018-03-28 04:07:33.721159,3,1849,1849
63,2018-03-28 04:07:33.841230,3,1850,1850
64,2018-03-28 04:07:33.967974,3,1851,1851
65,2018-03-28 04:07:34.084615,3,1852,1852
66,2018-03-28 04:07:34.196177,3,1853,1853
67,2018-03-28 04:07:34.316731,3,1854,1854
68,2018-03-28 04:07:34.432819,3,1855,1855
69,2018-03-28 04:07:34.542451,3,1856,1856
70,2018-03-28 04:07:34.653986,3,1857,1857
71,2018-03-28 04:07:34.765746,3,1858,1858
72,2018-03-28 04:07:34.885408,3,1859,1859
73,2018-03-28 04:07:34.999098,3,1860,1860
74,2018-03-28 04:07:35.116092,3,1861,1861
75,2018-03-28 04:07:35.234016,3,1862,1862
76,2018-03-28 04:07:35.367709,3,1863,1863
77,2018-03-28 04:07:35.505372,3,1864,1864
78,2018-03-28 04:07:35.641411,3,1865,1865
79,2018-03-28 04:07:35.771424,3,1866,1866
80,2018-03-28 04:07:35.891731,3,1867,1867
81,2018-03-28 04:07:36.007379,3,1868,1868
82,2018-03-28 04:07:36.116537,3,1869,1869
83,2018-03-28 04:07:36.234286,3,1870,1870
84,2018-03-28 04:07:36.358200,3,1871,1871
85,2018-03-28 04:07:36.478540,3,1872,1872
86,2018-03-28 04:07:36.598730,3,1873,1873
87,2018-03-28 04:07:36.725869,3,1874,1874
88,2018-03-28 04:07:36.844008,3,1875,1875
89,2018-03-28 04:07:36.974875,3,1876,1876
90,2018-03-28 04:07:37.098146,3,1877,1877
91,2018-03-28 04:07:37.223768,3,1878,1878
92,2018-03-28 04:07:37.344630,3,1879,1879
93,2018-03-28 04:07:37.474806,3,1880,1880
94,2018-03-28 04:07:37.582613,3,1881,1881
95,2018-03-28 04:07:37.676627,3,1882,1882
96,2018-03-28 04:07:37.808295,3,1883,1883
97,2018-03-28 04:07:37.930679,3,1884,1884
98,2018-03-28 04:07:38.036984,3,1885,1885
99,2018-03-28 04:07:38.154549,3,1886,1886
100,2018-03-28 04:07:38.279600,3,1887,1887
101,2018-03-28 04:07:38.434768,4,1888,1888
102,2018-03-28 04:07:38.547600,4,1889,1889
103,2018-03-28 04:07:38.673249,4,1890,1890
104,2018-03-28 04:07:38.780901,4,1891,1891
105,2018-03-28 04:54:04.623725,5,666,666
106,2018-03-28 06:27:38.736868,6,2215,2215
107,2018-03-28 06:27:38.844949,6,2216,2216
108,2018-03-28 06:27:38.941097,6,2217,2217
109,2018-03-28 06:32:05.930361,7,1601,1601
110,2018-03-28 06:32:05.972932,7,1602,1602
111,2018-03-28 06:32:06.008751,7,1603,1603
112,2018-03-28 06:32:06.051120,7,1604,1604
113,2018-03-28 06:32:06.096536,7,1606,1606
114,2018-03-28 06:32:06.137365,7,1607,1607
115,2018-03-28 06:32:06.192297,7,1608,1608
116,2018-03-28 06:32:06.234425,7,1610,1610
117,2018-03-28 06:32:06.287058,7,1611,1611
118,2018-03-28 06:32:06.330914,7,1612,1612
119,2018-03-28 06:32:06.384166,7,1613,1613
120,2018-03-28 06:32:06.431772,7,1616,1616
121,2018-03-28 06:32:06.480296,7,1617,1617
122,2018-03-28 06:32:06.526844,7,1620,1620
123,2018-03-28 06:32:06.575849,7,1621,1621
124,2018-03-28 06:32:06.623726,7,1622,1622
125,2018-03-28 06:32:06.676538,7,1623,1623
126,2018-03-28 06:32:06.721159,7,1624,1624
127,2018-03-28 06:32:06.762968,7,1625,1625
128,2018-03-28 06:32:06.809839,7,1627,1627
129,2018-03-28 06:32:06.856868,7,1628,1628
130,2018-03-28 06:32:06.911573,7,1630,1630
131,2018-03-28 06:32:06.952974,7,1635,1635
132,2018-03-28 06:32:07.004994,7,1637,1637
133,2018-03-28 06:32:07.049269,7,1639,1639
134,2018-03-28 06:32:07.091133,7,1640,1640
135,2018-03-28 06:32:07.145388,7,1641,1641
136,2018-03-28 06:32:07.193030,7,1643,1643
137,2018-03-28 06:32:07.246416,7,1644,1644
138,2018-03-28 06:32:07.293751,7,1645,1645
139,2018-03-28 06:32:07.336461,7,1646,1646
140,2018-03-28 06:32:07.383843,7,1647,1647
141,2018-03-28 06:32:07.420771,7,1650,1650
142,2018-03-28 06:32:07.477884,7,1651,1651
143,2018-03-28 06:32:07.527199,7,1653,1653
144,2018-03-28 06:32:07.586880,7,1655,1655
145,2018-03-28 06:32:07.636159,7,1656,1656
146,2018-03-28 06:32:07.682641,7,1657,1657
147,2018-03-28 06:32:07.725077,7,1659,1659
